CACHED_TUNED;IO2;0;10;0;5;5;4;5;0;96272384
CACHED_TUNED;IO2;0;100;0;5;5;4;5;0;96272384
CACHED_TUNED;IO2;0;500;0;5;5;4;5;0;96272384
CACHED_TUNED;IO2;0;1000;0;5;5;4;5;0;96272384
CACHED_TUNED;IO2;0;5000;0;5;5;4;5;0;96272384
CACHED_TUNED;IO2;2000;10;24;29;29;4;29;1825;96272384
CACHED_TUNED;IO2;2000;100;24;29;29;4;29;3260;96272384
CACHED_TUNED;IO2;2000;500;24;29;29;4;29;3323;96272384
CACHED_TUNED;IO2;2000;1000;24;29;29;4;29;3416;96272384
CACHED_TUNED;IO2;2000;5000;24;29;29;4;29;3785;171769856
CACHED_TUNED;IO2;4000;10;24;29;29;4;29;3545;96272384
CACHED_TUNED;IO2;4000;100;24;29;29;4;29;6414;96272384
CACHED_TUNED;IO2;4000;500;24;29;29;4;29;6880;96272384
CACHED_TUNED;IO2;4000;1000;24;29;29;4;29;7057;96272384
CACHED_TUNED;IO2;4000;5000;24;29;29;4;29;7832;113639424
CACHED_TUNED;IO2;6000;10;24;29;29;4;29;5402;96272384
CACHED_TUNED;IO2;6000;100;24;29;29;4;29;9799;96272384
CACHED_TUNED;IO2;6000;500;24;29;29;4;29;10374;96272384
CACHED_TUNED;IO2;6000;1000;24;29;29;4;29;10842;96272384
CACHED_TUNED;IO2;6000;5000;24;29;29;4;29;11670;156303360
CACHED_TUNED;IO2;8000;10;24;29;29;4;29;7133;96272384
CACHED_TUNED;IO2;8000;100;24;29;29;4;29;13636;96272384
CACHED_TUNED;IO2;8000;500;24;29;29;4;29;13781;96272384
CACHED_TUNED;IO2;8000;1000;24;29;29;4;29;13851;96272384
CACHED_TUNED;IO2;8000;5000;24;29;29;4;29;15977;106496000
CACHED_TUNED;IO2;10000;10;24;29;29;4;29;9146;96272384
CACHED_TUNED;IO2;10000;100;24;29;29;4;29;16810;96272384
CACHED_TUNED;IO2;10000;500;24;29;29;4;29;17350;96272384
CACHED_TUNED;IO2;10000;1000;24;29;29;4;29;17902;93454336
CACHED_TUNED;IO2;10000;5000;24;29;29;4;29;19661;127336448
CACHED_TUNED;IO2;12000;10;24;29;29;4;29;10939;96272384
CACHED_TUNED;IO2;12000;100;24;29;29;4;29;20632;96272384
CACHED_TUNED;IO2;12000;500;24;29;29;4;29;20749;96272384
CACHED_TUNED;IO2;12000;1000;24;29;29;4;29;21717;92864512
CACHED_TUNED;IO2;12000;5000;24;29;29;4;29;24140;108855296
CACHED_TUNED;IO2;14000;10;24;29;29;4;29;13002;96272384
CACHED_TUNED;IO2;14000;100;24;29;29;4;29;23775;96272384
CACHED_TUNED;IO2;14000;500;24;29;29;4;29;24294;96272384
CACHED_TUNED;IO2;14000;1000;24;29;29;4;29;24713;92340224
CACHED_TUNED;IO2;14000;5000;24;29;29;4;29;27314;99549184
CACHED_TUNED;IO2;16000;10;24;29;29;4;29;14559;96272384
CACHED_TUNED;IO2;16000;100;24;29;29;4;29;27022;96272384
CACHED_TUNED;IO2;16000;500;24;29;29;4;29;27713;94896128
CACHED_TUNED;IO2;16000;1000;24;29;29;4;29;28895;91750400
CACHED_TUNED;IO2;16000;5000;24;29;29;4;29;31583;105512960
CACHED_TUNED;IO2;18000;10;24;29;29;4;29;16879;96272384
CACHED_TUNED;IO2;18000;100;24;29;29;4;29;30170;96272384
CACHED_TUNED;IO2;18000;500;24;29;29;4;29;30894;94896128
CACHED_TUNED;IO2;18000;1000;24;29;29;4;29;31725;91160576
CACHED_TUNED;IO2;18000;5000;24;29;29;4;29;35591;114098176
CACHED_TUNED;IO2;20000;10;24;29;29;4;29;18273;96272384
CACHED_TUNED;IO2;20000;100;24;29;29;4;29;34043;96272384
CACHED_TUNED;IO2;20000;500;24;29;29;4;29;34375;94830592
CACHED_TUNED;IO2;20000;1000;24;29;29;4;29;35741;88014848
CACHED_TUNED;IO2;20000;5000;24;29;29;4;29;38898;114688000
FIXED_TUNED;IO2;0;10;0;5;5;4;5;0;96272384
FIXED_TUNED;IO2;0;100;0;5;5;4;5;0;96272384
FIXED_TUNED;IO2;0;500;0;5;5;4;5;0;96272384
FIXED_TUNED;IO2;0;1000;0;5;5;4;5;0;96272384
FIXED_TUNED;IO2;0;5000;0;5;5;4;5;0;96272384
FIXED_TUNED;IO2;2000;10;24;29;29;4;29;1903;96272384
FIXED_TUNED;IO2;2000;100;24;29;29;4;29;3385;96272384
FIXED_TUNED;IO2;2000;500;24;29;29;4;29;3354;96272384
FIXED_TUNED;IO2;2000;1000;24;29;29;4;29;3574;96272384
FIXED_TUNED;IO2;2000;5000;24;29;29;4;29;4025;91029504
FIXED_TUNED;IO2;4000;10;24;29;29;4;29;3949;96272384
FIXED_TUNED;IO2;4000;100;24;29;29;4;29;6614;96272384
FIXED_TUNED;IO2;4000;500;24;29;29;4;29;7195;96272384
