CACHED;IO2;0;30;0;5;5;4;5;0;96272384
CACHED;IO2;2000;30;2000;2005;2005;4;2005;2668;121438208
CACHED;IO2;4000;30;3818;3823;3823;4;3823;5319;121438208
CACHED;IO2;6000;30;5893;5898;5898;4;5898;7957;171769856
CACHED;IO2;8000;30;7764;7769;7769;4;7769;10923;171769856
CACHED;IO2;10000;30;9698;9703;9703;4;9703;15023;171769856
CACHED;IO2;12000;30;11819;11824;11824;4;11824;17079;171769856
CACHED;IO2;14000;30;13647;13652;13652;4;13652;20916;171769856
CACHED;IO2;16000;30;15686;15691;15691;4;15691;24425;171769856
CACHED;IO2;18000;30;17611;17616;17616;4;17616;21352;171769856
CACHED;IO2;20000;30;19437;19442;19442;4;19442;14438;171769856
CACHED;IO2;22000;30;21716;21721;21721;4;21721;21480;281608192
CACHED;IO2;24000;30;23543;23548;23548;4;23548;40589;282591232
CACHED;IO2;26000;30;25627;25632;25632;4;25632;28440;283836416
CACHED;IO2;28000;30;27632;27637;27637;4;27637;37586;284098560
CACHED;IO2;30000;30;29517;29522;29522;4;29522;44549;284950528
CACHED;IO2;32000;30;31598;31603;31603;4;31438;65195;285999104
CACHED;IO2;34000;30;33392;33397;33397;4;33397;37340;268369920
CACHED;IO2;36000;30;35411;35416;35416;4;12881;112889;268369920
CACHED;IO2;38000;30;37403;37408;37408;4;12053;126897;184025088
CACHED;IO2;40000;30;39527;39532;39532;4;5;108262;268369920
CACHED;IO2;42000;30;41475;41480;41480;4;14177;130034;268369920
CACHED;IO2;44000;30;43536;43541;43541;4;8722;123668;476905472
CACHED;IO2;46000;30;45543;45548;45548;4;25825;110417;287506432
CACHED;IO2;48000;30;47616;47621;47621;4;11540;140890;268369920
CACHED;IO2;50000;30;49704;49709;49709;4;13739;306522;261554176
CACHED;IO2;52000;30;0;0;0;4;0;0;0
FIXED;IO2;0;30;0;5;5;4;5;0;96272384
FIXED;IO2;2000;30;5;10;10;4;10;3525;96272384
